SiteNumber, SiteName, SiteCategory, SiteAgency, SiteLongitude, SiteLatitude, SiteNWISURL
"373859118575801","003S027E35C001M","GW","USGS",-118.96627780,37.64977778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=373859118575801"
"373859118575802","003S027E35C002M","GW","USGS",-118.96627780,37.64977778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=373859118575802"
"373904118570701","003S027E25N001M","GW","USGS",-118.95205560,37.65130556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=373904118570701"
"373904118570702","003S027E25N002M","GW","USGS",-118.95205560,37.65130556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=373904118570702"
"373905118570701","003S027E25N003M","GW","USGS",-118.95193060,37.65138330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=373905118570701"
"373906092385201","Lebanon","GW","USGS",-92.64766670,37.64808330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=373906092385201"
"373924077223001","52K 23 SOW 236A","GW-MW","USGS",-77.37456400,37.65675250,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=373924077223001"
"373924077223002","52K 24 SOW 236B","GW-MW","USGS",-77.37454738,37.65676080,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=373924077223002"
"373924077223003","52K 25 SOW 236C","GW-MW","USGS",-77.37452520,37.65676917,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=373924077223003"
"373927118571701","003S027E25M002M","GW","USGS",-118.95486100,37.65763889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=373927118571701"
"373927118571702","003S027E25M003M","GW","USGS",-118.95486100,37.65763889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=373927118571702"
"373930118491602","003S029E30E002M","GW","USGS",-118.82207540,37.65826627,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=373930118491602"
"373955091065901","Bixby","GW","USGS",-91.11650000,37.66533330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=373955091065901"
"374004122092102","003S003W14K018M","GW","USGS",-122.15585000,37.66781944,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=374004122092102"
"374004122092103","003S003W14K019M","GW","USGS",-122.15585000,37.66781944,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=374004122092103"
"374004122092104","003S003W14K020M","GW","USGS",-122.15585000,37.66781944,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=374004122092104"
"374004122092105","003S003W14K021M","GW","USGS",-122.15585000,37.66781944,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=374004122092105"
"374004122092106","003S003W14K022M","GW","USGS",-122.15585000,37.66781944,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=374004122092106"
"374012105410401","NA04001232BAA  RG42","GW","USGS",-105.68501670,37.67000170,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=374012105410401"
"374105113085001"," (C-36-12)12dba- 1","GW","USGS",-113.14828420,37.68442100,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=374105113085001"
"374151085413201","G17AP001 - Elizabethtown","GW","USGS",-85.69218260,37.69756229,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=374151085413201"
"374215114453101","181  S03 E64 12AC  1    USGS-MX(S. Dry Lake Well)","GW","USGS",-114.75944850,37.70413030,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=374215114453101"
"374254094524501","St. Joseph","GW","USGS",-94.87994440,39.71558330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=374254094524501"
"374425075400001","65K 27 SOW 114A","GW","USGS",-75.66557220,37.74007778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=374425075400001"
"374425075400002","65K 28 SOW 114B","GW","USGS",-75.66550560,37.74011944,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=374425075400002"
"374425075400003","65K 29 SOW 114C","GW","USGS",-75.66549170,37.74013889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=374425075400003"
"374441077121802","53K 25 SOW 235A","GW-MW","USGS",-77.20492580,37.74491690,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=374441077121802"
"374441077121803","53K 26 SOW 235B","GW-MW","USGS",-77.20491740,37.74494470,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=374441077121803"
"374441077121804","53K 27 SOW 235C","GW-MW","USGS",-77.20490909,37.74497248,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=374441077121804"
"374441077121805","53K 28 SOW 235D","GW-MW","USGS",-77.20490350,37.74500025,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=374441077121805"
"374453088261701","9S7E-9.4a (SE Illinois College CRN)","GW","USGS",-88.43805560,37.74819444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=374453088261701"
"374649090242601","Farmington Well 10","GW","USGS",-90.40738890,37.78016667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=374649090242601"
"375006076183101","60L 37 SOW 230","GW","USGS",-76.30873610,37.83489167,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=375006076183101"
"375050109034801"," (D-34-26) 4dad- 1","GW","USGS",-109.06399880,37.84721398,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=375050109034801"
"375259093181401","Pomme de Terre State Park","GW","USGS",-93.30391670,37.88297220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=375259093181401"
"375306090125301","Weingarten","GW","USGS",-90.21488890,37.88502778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=375306090125301"
"375327097285401","25S 01W 07BCCC01  SMW-S11 NR CW36","GW","USGS",-97.48198720,37.89084510,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=375327097285401"
"375429092300701","Ozark Fisheries","GW","USGS",-92.50191670,37.90833330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=375429092300701"
"375617090465401","Potosi","GW","USGS",-90.78219440,37.93816667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=375617090465401"
"375625091480401","Ramada Inn Rolla","GW","USGS",-91.80127780,37.94030556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=375625091480401"
"375635075271501","67M 10 SOW 115A","GW","USGS",-75.45460560,37.94201389,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=375635075271501"
"375635075271502","67M 11 SOW 115B","GW","USGS",-75.45467500,37.94200000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=375635075271502"
"375635075271503","67M 12 SOW 115C","GW","USGS",-75.45464170,37.94201389,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=375635075271503"
"375635075271504","67M 13 SOW 115D","GW","USGS",-75.45423610,37.94281389,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=375635075271504"
"375635075271505","67M 62 SOW 115F","GW","USGS",-75.45474240,37.94219559,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=375635075271505"
"375714101484200","24S 41W 22BACC01 SYRACUSE WELL","GW","USGS",-101.81156940,37.95396944,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=375714101484200"
"375723075344404","66M 19 SOW 110S","GW","USGS",-75.57874440,37.95665000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=375723075344404"
"375749091475001","Dept of Conservation Rolla","GW","USGS",-91.79738890,37.96363889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=375749091475001"
"375833082212101","Way-0110","GW","USGS",-82.35557780,37.97568610,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=375833082212101"
"375928084362001","F21B0045 - Lexington","GW","USGS",-84.60549740,37.99118866,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=375928084362001"
"375936102023901","24S 43W 04CBB 01  CO-KS STATELINE, 2.5 MI S, ARK R","GW","USGS",-102.04413890,37.99330556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=375936102023901"
"375955102023701","24S 43W 04BBC 01  CO-KS STATELINE, 2.1 MI S, ARK R","GW","USGS",-102.04361110,37.99869444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=375955102023701"
"380038092442701","Camdenton","GW","USGS",-92.74100000,38.01016667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=380038092442701"
"380117102023801","23S 43W 28CBB 01  CO-KS STATELINE, 0.5 MI S, ARK R","GW","USGS",-102.04394440,38.02141667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=380117102023801"
"380229093464701","Osceola","GW","USGS",-93.77994440,38.04169444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=380229093464701"
"380252079472801","32N  2 SOW 217","GW","USGS",-79.79101670,38.04785830,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=380252079472801"
"380322091142601","Onondaga Cave State Park","GW","USGS",-91.24055560,38.05611110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=380322091142601"
"380435090281301","South Jefferson County","GW","USGS",-90.46955560,38.07627778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=380435090281301"
"380501090335501","Desoto","GW","USGS",-90.56544440,38.08358330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=380501090335501"
"380531114534201","181  N03 E63 27CAA 1    USGS-MX (N. Dry Lake)","GW","USGS",-114.90488890,38.09197220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=380531114534201"
"380545094213501","Rich Hill","GW","USGS",-94.36036110,38.09486110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=380545094213501"
"380616075380701","SO Cf   2","GW","USGS",-75.63636110,38.10525000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=380616075380701"
"380626087344401","VANDERBURGH 7 (VA 7)","GW","USGS",-87.57890770,38.10726540,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=380626087344401"
"380653080155301"," Poc-0256","GW","USGS",-80.26451729,38.11484119,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=380653080155301"
"380717092395401","Lake of the Ozarks State Park","GW","USGS",-92.66519440,38.12163889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=380717092395401"
"380758087551001","POSEY 3 (PY 3)","GW","USGS",-87.91975179,38.13198990,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=380758087551001"
"380758115204601","172  N03 E59 10BD  1    USGS-MX (Coal Valley Well)","GW","USGS",-115.33974820,38.13745090,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=380758115204601"
"380900091153901","Bourbon","GW","USGS",-91.26075000,38.15002778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=380900091153901"
"380906116050502","173B N03 E52 02DACB2    USGS-MX (S. RR Valley)","GW","USGS",-116.08783330,38.15166667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=380906116050502"
"381002078094201","45P  1 SOW 030","GW","USGS",-78.16139130,38.16735704,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=381002078094201"
"381045091564801","Vienna","GW","USGS",-91.94666670,38.17916667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=381045091564801"
"381110076550501","55P  5","GW","USGS",-76.91774750,38.18624179,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=381110076550501"
"381132076551001","55P  9","GW","USGS",-76.91913650,38.19235278,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=381132076551001"
"381217091104501","Sullivan","GW","USGS",-91.17944440,38.20469444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=381217091104501"
"381405090260301","Festus","GW","USGS",-90.39641670,38.22402778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=381405090260301"
"381524085452301","D16D86-8  Galt House","GW","USGS",-85.75635140,38.25673756,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=381524085452301"
"381619081392901"," Kan-0192","GW","USGS",-81.65927780,38.27183330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=381619081392901"
"381652093215501","Warsaw","GW","USGS",-93.36530560,38.28088889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=381652093215501"
"381956076275301","CA Gd  61","GW","USGS",-76.46461110,38.33236110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=381956076275301"
"381957085383401","LWC CW 5","GW-CR","USGS",-85.64265610,38.33251286,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=381957085383401"
"382008080292801"," Web-0167","GW","USGS",-80.49091810,38.33566710,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382008080292801"
"382012085382901","LWC CW 4","GW-CR","USGS",-85.64121169,38.33670717,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382012085382901"
"382028085382201","LWC CW 3","GW-CR","USGS",-85.63937840,38.34126258,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382028085382201"
"382030085382101","LWC CW 3100","GW","USGS",-85.63912840,38.34165145,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382030085382101"
"382031085382001","LWC CW 3300","GW","USGS",-85.63887840,38.34204030,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382031085382001"
"382034085381901","LWC CW 3600","GW","USGS",-85.63865610,38.34281808,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382034085381901"
"382038075065901","WO Bg  49","GW","USGS",-75.11591670,38.34397220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382038075065901"
"382039085381801","LWC CW 2600","GW","USGS",-85.63821169,38.34415137,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382039085381801"
"382042085381601","LWC CW 2300","GW","USGS",-85.63765610,38.34498468,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382042085381601"
"382043085381701","LWC CW 2100","GW","USGS",-85.63790610,38.34554020,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382043085381701"
"382045085381601","LWC CW 2","GW-CR","USGS",-85.63776720,38.34579020,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382045085381601"
"382046112592701"," (C-28-10)29add- 1","GW","USGS",-112.99162150,38.34607857,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382046112592701"
"382053085381301","LWC 3B","GW","USGS",-85.63668390,38.34812346,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382053085381301"
"382057085380801","LWC 2B","GW","USGS",-85.63540610,38.34926230,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382057085380801"
"382100090592801","St. Clair","GW","USGS",-90.99038890,38.35025000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382100090592801"
"382150078424001","41Q  1","GW","USGS",-78.71085470,38.36401590,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382150078424001"
"382154076574801","CH Ee  70","GW","USGS",-76.96027778,38.36413889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382154076574801"
"382156085382401","CLARK 20","GW","USGS",-85.64000000,38.36544444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382156085382401"
"382205082304501"," Way-0144","GW","USGS",-82.51247220,38.36794444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382205082304501"
"382215075041903","WO Bh  89","GW","USGS",-75.07175000,38.37097220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382215075041903"
"382323086044501","HARRISON 8 (HR 8)","GW","USGS",-86.07914020,38.38978520,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382323086044501"
"382323104200701","SC01906221AAA  DROUGHT WELL NEAR PUEBLO, CO","GW","USGS",-104.33581670,38.38967220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382323104200701"
"382325075063302","WO Bg  48","GW","USGS",-75.10905560,38.39083330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382325075063302"
"382407076260301","CA Fd  54","GW","USGS",-76.43461110,38.40225000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382407076260301"
"382443075033501","WO Bh  34","GW","USGS",-75.05975000,38.41277778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382443075033501"
"382523078535501","38P  1 SOW 070","GW","USGS",-79.06836218,38.13040997,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382523078535501"
"382549076260101","CA Ed  52","GW","USGS",-76.43694440,38.43325000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382549076260101"
"382635075030603","WO Ah  37","GW","USGS",-75.05111110,38.44241667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382635075030603"
"382726093121601","Cole Camp","GW","USGS",-93.20444440,38.45733330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382726093121601"
"382745091275701","Drake","GW","USGS",-91.46611110,38.46194444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382745091275701"
"382748093595101","Urich","GW","USGS",-93.99847220,38.46350000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382748093595101"
"382836091502301","Linn","GW","USGS",-91.83972220,38.47688889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=382836091502301"
"383023114115302","196  N07 E69 02BABA2    USGS-MX (Hamlin Valley S.)","GW","USGS",-114.20650000,38.50372220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383023114115302"
"383031090384101","Eureka","GW","USGS",-90.64438890,38.50919444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383031090384101"
"383048089263201","027-3-18-4159 (Clinton IDOA CRN)","GW","USGS",-89.44119440,38.51438889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383048089263201"
"383226092054001","Jefferson City East","GW","USGS",-92.09463890,38.54061110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383226092054001"
"383239076354201","CA Db  47","GW","USGS",-76.59466670,38.54355556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383239076354201"
"383247087361001","KNOX 7 (KN 7)","GW","USGS",-87.60280190,38.54643626,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383247087361001"
"383302090420201","Wildwood","GW","USGS",-90.70055560,38.55050000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383302090420201"
"383348076411301","PG Hf  40","GW","USGS",-76.68533330,38.56350000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383348076411301"
"383348076411302","PG Hf  41","GW","USGS",-76.68538889,38.56338889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383348076411302"
"383423077245901","51S  7","GW","USGS",-77.41609530,38.57317638,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383423077245901"
"383550092094201","Jefferson City","GW","USGS",-92.16186110,38.59713889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383550092094201"
"383628090411901","Babler State Park","GW","USGS",-90.70894440,38.60794444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383628090411901"
"383638082103300","G-2 OH","GW","OH015",-82.17600560,38.61071110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=OH015&site_no=383638082103300"
"383644091124901","New Haven","GW","USGS",-91.21333330,38.61222220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383644091124901"
"383659086545901","MARTIN 5 (MT 5)","GW","USGS",-86.91639080,38.61643970,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383659086545901"
"383707092311701","California","GW","USGS",-92.52138890,38.61861110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383707092311701"
"383730075213501","Pf24-02","GW","USGS",-75.35961110,38.64363889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383730075213501"
"383746076482901","CH Bg  12","GW","USGS",-76.80744440,38.62991667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383746076482901"
"383906090511401","Daniel Boone Home","GW","USGS",-90.85402330,38.65171885,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383906090511401"
"383929092464901","Tipton","GW","USGS",-92.78013890,38.65797220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383929092464901"
"383930122494801","009N009W02F001M","GW","USGS",-122.82993060,38.65835830,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=383930122494801"
"384147093101901","Sedalia East","GW","USGS",-93.17183330,38.69647220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=384147093101901"
"384258091243001","Hermann 4","GW","USGS",-91.40850000,38.71613889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=384258091243001"
"384333076394701","CA Bb  27","GW","USGS",-76.66338889,38.72611110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=384333076394701"
"384348104232201","SC01506324DAB QAL14","GW","USGS",-104.39081110,38.73005278,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=384348104232201"
"384348104232901","SC01506324DBA2 KLF5","GW","USGS",-104.39119170,38.72995278,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=384348104232901"
"384455093201001","Dresden R-12 School","GW","USGS",-93.33608330,38.74811110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=384455093201001"
"384534093431101","Warrensburg","GW","USGS",-93.71963890,38.75916667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=384534093431101"
"384545093331601","Knob Noster","GW","USGS",-93.55450000,38.76263889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=384545093331601"
"384713091474301","Reform","GW","USGS",-91.79527780,38.78666667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=384713091474301"
"384737090372001","St. Peters","GW","USGS",-90.62216670,38.79350000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=384737090372001"
"384821078472301","40U  3 SOW 218","GW","USGS",-78.78963889,38.80581944,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=384821078472301"
"384824104332601","SC01406428AAC KA6","GW","USGS",-104.55709720,38.80671389,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=384824104332601"
"384832093192501","Sedalia","GW","USGS",-93.32336110,38.80761110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=384832093192501"
"384846090510301","Wentzville","GW","USGS",-90.85055560,38.81333330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=384846090510301"
"384849090092001","Columbia Bottoms","GW","USGS",-90.15241670,38.81294444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=384849090092001"
"384917091594401","Fulton","GW","USGS",-91.99555560,38.82111110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=384917091594401"
"384949085251901","JEFFERSON 5 (JF 5), LINEAMENT WELL 5 AT JPG","GW","USGS",-85.42134860,38.83061346,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=384949085251901"
"384951087202501","KNOX 8 (KN 8)","GW","USGS",-87.34029449,38.83087935,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=384951087202501"
"384957077481701","48U 26 SOW 215","GW","USGS",-77.80481110,38.83263330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=384957077481701"
"385041075395602","Mc51-01a","GW","USGS",-75.66569440,38.84522220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385041075395602"
"385124104554201","SC01406706DCA NR IRON SP","GW","USGS",-104.92833330,38.85666667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385124104554201"
"385128104544701","SC01406705DBC MANSIONS SPRING","GW","USGS",-104.91305560,38.85777778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385128104544701"
"385131104544201","SC01406705DB SEVEN MINUTE SPRING","GW","USGS",-104.91166670,38.85861110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385131104544201"
"385132104551001","SC01406705CBA STRATTON SPRING","GW","USGS",-104.91944440,38.85888889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385132104551001"
"385134104550601","SC01406705CBA NR WHEELER SP","GW","USGS",-104.91833330,38.85944444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385134104550601"
"385155104550302","SC01406705BAC WILLIAMS CANYON SHALLOW","GW","USGS",-104.91750000,38.86527778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385155104550302"
"385208104324401","SC01306434CDD TKD7","GW","USGS",-104.54558330,38.86884444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385208104324401"
"385428091265001","New Florence","GW","USGS",-91.44750000,38.90777778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385428091265001"
"385432091343201","Graham Cave State Park","GW","USGS",-91.57555560,38.90888889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385432091343201"
"385512088112401","6N9E-34.1h (Jasper CRN)","GW","USGS",-88.19000000,38.91997220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385512088112401"
"385521114503601","179  N12 E63 12AB  1    USGS - S Steptoe MX Well","GW","USGS",-114.84225000,38.92022220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385521114503601"
"385524114045601","195  N12 E70 11DCAA1    SNAKE CREEK WELL","GW","USGS",-114.08360560,38.92327220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385524114045601"
"385607077381101","49V  1","GW","USGS",-77.63610360,38.93538880,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385607077381101"
"385638077220101","52V  2D","GW","USGS",-77.36665240,38.94955500,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385638077220101"
"385718092234201","Columbia","GW","USGS",-92.39500000,38.95500000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385718092234201"
"385721104501101","SC01206736DCD USAF ACADEMY NEAR ICE LAKE, CO","GW","USGS",-104.83642780,38.95573330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385721104501101"
"385727104225101","SC01206231CDB QAL11","GW","USGS",-104.38159170,38.95601667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=385727104225101"
